IngredientCode,IngredientName,IngredientNameEnglish,CASNumber,MatchString,SourceCount,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,ATC
APALUTAMIDE,APALUTAMIDE,APALUTAMIDE,,"SourceTerm - Ingredient Term (""APALUTAMIDE"")",-1,963987,APALUTAMIDE,Drug,RxNorm,Ingredient,S,1999574,2018-04-02,2099-12-31,,L02BB05
APIXABAN,APIXABAN,APIXABAN,,"SourceTerm - Ingredient Term (""APIXABAN"")",-1,43013024,APIXABAN,Drug,RxNorm,Ingredient,S,1364430,2013-02-04,2099-12-31,,B01AF02
APOMORPHINE,APOMORPHINE,APOMORPHINE,,"SourceTerm - Ingredient Term (""APOMORPHINE"")",-1,837027,APOMORPHINE,Drug,RxNorm,Ingredient,S,1043,1970-01-01,2099-12-31,,N04BC07
APREPITANT,APREPITANT,APREPITANT,,"SourceTerm - Ingredient Term (""APREPITANT"")",-1,936748,APREPITANT,Drug,RxNorm,Ingredient,S,358255,1970-01-01,2099-12-31,,A04AD12
APROTININ,APROTININ,APROTININ,,"SourceTerm - Ingredient Term (""APROTININ"")",-1,19000729,APROTININ,Drug,RxNorm,Ingredient,S,1056,1970-01-01,2099-12-31,,B02AB01
AQUA DESTILLATA,AQUA DESTILLATA,AQUA DESTILLATA,,"Manual Overrule Mapping (Orphan ingredient) (""AQUA DESTILLATA"")",-1,44818513,AQUA REGIA,Drug,RxNorm,Ingredient,S,1537801,2014-06-02,2099-12-31,,
ARGININE,ARGININE,ARGININE,,"SourceTerm - Ingredient Term (""ARGININE"")",-1,19006410,ARGININE,Drug,RxNorm,Ingredient,S,1091,1970-01-01,2099-12-31,,
ARIPIPRAZOLE,ARIPIPRAZOLE,ARIPIPRAZOLE,,"SourceTerm - Ingredient Term (""ARIPIPRAZOLE"")",-1,757688,ARIPIPRAZOLE,Drug,RxNorm,Ingredient,S,89013,1970-01-01,2099-12-31,,N05AX12
ARTEMISIAE HERBA,ARTEMISIAE HERBA,ARTEMISIAE HERBA,,"Manual Overrule Mapping (""ARTEMISIAE HERBA"")",-1,42900001,WORMWOOD EXTRACT,Drug,RxNorm,Ingredient,S,1309324,2012-10-01,2099-12-31,,
ARTICAINE,ARTICAINE,ARTICAINE,,"SourceTerm - Ingredient Term (""ARTICAINE"")",-1,19080512,ARTICAINE,Drug,RxNorm,Ingredient,S,592464,2006-01-15,2099-12-31,,
ASCORBIC ACID,ASCORBIC ACID,ASCORBIC ACID,,"SourceTerm - Ingredient Term (""ASCORBIC ACID"")",-1,19011773,ASCORBIC ACID,Drug,RxNorm,Ingredient,S,1151,1970-01-01,2099-12-31,,
ASENAPINE,ASENAPINE,ASENAPINE,,"SourceTerm - Ingredient Term (""ASENAPINE"")",-1,40164052,ASENAPINE,Drug,RxNorm,Ingredient,S,784649,2009-09-06,2099-12-31,,N05AH05
ASPARTIC ACID,ASPARTIC ACID,ASPARTIC ACID,,"SourceTerm - Ingredient Term (""ASPARTIC ACID"")",-1,19012686,ASPARTIC ACID,Drug,RxNorm,Ingredient,S,1169,1970-01-01,2099-12-31,,
ATAZANAVIR,ATAZANAVIR,ATAZANAVIR,,"SourceTerm - Ingredient Term (""ATAZANAVIR"")",-1,1727223,ATAZANAVIR,Drug,RxNorm,Ingredient,S,343047,1970-01-01,2099-12-31,,J05AE08
ATENOLOL,ATENOLOL,ATENOLOL,,"SourceTerm - Ingredient Term (""ATENOLOL"")",-1,1314002,ATENOLOL,Drug,RxNorm,Ingredient,S,1202,1970-01-01,2099-12-31,,
ATEZOLIZUMAB,ATEZOLIZUMAB,ATEZOLIZUMAB,,"SourceTerm - Ingredient Term (""ATEZOLIZUMAB"")",-1,42629079,ATEZOLIZUMAB,Drug,RxNorm,Ingredient,S,1792776,2016-06-06,2099-12-31,,L01XC32
ATKA ALLERGÉN,ATKA ALLERGÉN,ATKA ALLERGÉN,,"Manual Overrule Mapping (""ATKA ALLERGÉN"")",-1,40242103,EUROPEAN HOUSE DUST MITE ALLERGENIC EXTRACT,Drug,RxNorm,Ingredient,S,1116979,2011-09-04,2099-12-31,,
ATOMOXETINE,ATOMOXETINE,ATOMOXETINE,,"SourceTerm - Ingredient Term (""ATOMOXETINE"")",-1,742185,ATOMOXETINE,Drug,RxNorm,Ingredient,S,38400,1970-01-01,2099-12-31,,N06BA09
ATORVASTATIN,ATORVASTATIN,ATORVASTATIN,,"SourceTerm - Ingredient Term (""ATORVASTATIN"")",-1,1545958,ATORVASTATIN,Drug,RxNorm,Ingredient,S,83367,1970-01-01,2099-12-31,,C10BX08
ATOSIBAN,ATOSIBAN,ATOSIBAN,,"SourceTerm - Ingredient Term (""ATOSIBAN"")",-1,19122136,ATOSIBAN,Drug,RxNorm,Ingredient,S,59639,1970-01-01,2099-12-31,,G02CX01
ATOVAQUONE,ATOVAQUONE,ATOVAQUONE,,"SourceTerm - Ingredient Term (""ATOVAQUONE"")",-1,1781733,ATOVAQUONE,Drug,RxNorm,Ingredient,S,60212,1970-01-01,2099-12-31,,P01AX06
ATRACURIUM BESILATE,ATRACURIUM BESILATE,ATRACURIUM BESILATE,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""Maps to"" (""ATRACURIUM BESILATE"")",-1,19014341,ATRACURIUM,Drug,RxNorm,Ingredient,S,1218,1970-01-01,2099-12-31,,M03AC04
ATROPINE,ATROPINE,ATROPINE,,"SourceTerm - Ingredient Term (""ATROPINE"")",-1,914335,ATROPINE,Drug,RxNorm,Ingredient,S,1223,1970-01-01,2099-12-31,,S01FA01
AVATROMBOPAG,AVATROMBOPAG,AVATROMBOPAG,,"SourceTerm - Ingredient Term (""AVATROMBOPAG"")",-1,1510483,AVATROMBOPAG,Drug,RxNorm,Ingredient,S,2045726,2018-07-02,2099-12-31,,B02BX08
AVELUMAB,AVELUMAB,AVELUMAB,,"SourceTerm - Ingredient Term (""AVELUMAB"")",-1,1593273,AVELUMAB,Drug,RxNorm,Ingredient,S,1875534,2017-08-07,2099-12-31,,L01XC31
AXITINIB,AXITINIB,AXITINIB,,"SourceTerm - Ingredient Term (""AXITINIB"")",-1,42709322,AXITINIB,Drug,RxNorm,Ingredient,S,1242999,2012-05-07,2099-12-31,,
AZACITIDINE,AZACITIDINE,AZACITIDINE,,"SourceTerm - Ingredient Term (""AZACITIDINE"")",-1,1314865,AZACITIDINE,Drug,RxNorm,Ingredient,S,1251,1970-01-01,2099-12-31,,L01BC07
AZATHIOPRINE,AZATHIOPRINE,AZATHIOPRINE,,"SourceTerm - Ingredient Term (""AZATHIOPRINE"")",-1,19014878,AZATHIOPRINE,Drug,RxNorm,Ingredient,S,1256,1970-01-01,2099-12-31,,L04AX01
AZELAIC ACID,AZELAIC ACID,AZELAIC ACID,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""AZELAIC ACID"")",-1,986790,AZELATE,Drug,RxNorm,Ingredient,S,618278,2006-05-14,2099-12-31,,D10AX03
AZELASTINE,AZELASTINE,AZELASTINE,,"SourceTerm - Ingredient Term (""AZELASTINE"")",-1,934075,AZELASTINE,Drug,RxNorm,Ingredient,S,18603,1970-01-01,2099-12-31,,
AZITHROMYCIN,AZITHROMYCIN,AZITHROMYCIN,,"SourceTerm - Ingredient Term (""AZITHROMYCIN"")",-1,1734104,AZITHROMYCIN,Drug,RxNorm,Ingredient,S,18631,1970-01-01,2099-12-31,,J01RA07
BACILLUS CALMETTE-GUERIN,BACILLUS CALMETTE-GUERIN,BACILLUS CALMETTE-GUERIN,,"Manual Overrule Mapping (Orphan ingredient) (""BACILLUS CALMETTE-GUERIN"")",-1,36854686,"BACILLUS CALMETTE-GUERIN LIVE ANTIGEN, UNSPECIFIED SUBSTRAIN",Drug,RxNorm Extension,Ingredient,S,OMOP5172303,1970-01-01,2099-12-31,,
BACILLUS CLAUSII,BACILLUS CLAUSII,BACILLUS CLAUSII,,"SourceTerm - Ingredient Term (Orphan ingredient) (""BACILLUS CLAUSII"")",-1,779569,BACILLUS CLAUSII,Drug,RxNorm,Ingredient,S,2600050,2022-08-01,2099-12-31,,
BACITRACIN ZINC,BACITRACIN ZINC,BACITRACIN ZINC,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BACITRACIN ZINC"")",-1,915175,BACITRACIN,Drug,RxNorm,Ingredient,S,1291,1970-01-01,2099-12-31,,R02AB04
BACLOFEN,BACLOFEN,BACLOFEN,,"SourceTerm - Ingredient Term (""BACLOFEN"")",-1,715233,BACLOFEN,Drug,RxNorm,Ingredient,S,1292,1970-01-01,2099-12-31,,M03BX01
BACTERIAL LYSATE,BACTERIAL LYSATE,BACTERIAL LYSATE,,"First 1 words from SourceTerm - Ingredient Term (Standardised) (""BACTERIAL"")",-1,44012529,BACTERIALS,Drug,RxNorm Extension,Ingredient,S,OMOP1131469,1970-01-01,2099-12-31,,
BAKTÉRIUM-KULTÚRA SZUSZPENZIÓ (E. COLI LIZÁTUM),BAKTÉRIUM-KULTÚRA SZUSZPENZIÓ (E. COLI LIZÁTUM),BAKTÉRIUM-KULTÚRA SZUSZPENZIÓ (E. COLI LIZÁTUM),,"Manual Overrule Mapping (""BAKTÉRIUM-KULTÚRA SZUSZPENZIÓ (E. COLI LIZÁTUM)"")",-1,19030957,ESCHERICHIA COLI,Drug,RxNorm,Ingredient,S,350202,1970-01-01,2099-12-31,,
BALSAMUM PERUVIANUM,BALSAMUM PERUVIANUM,BALSAMUM PERUVIANUM,,"Manual Overrule Mapping (""BALSAMUM PERUVIANUM"")",-1,922976,PERUVIAN BALSAM,Drug,RxNorm,Ingredient,S,33219,1970-01-01,2099-12-31,,
BARICITINIB,BARICITINIB,BARICITINIB,,"SourceTerm - Ingredient Term (""BARICITINIB"")",-1,1510627,BARICITINIB,Drug,RxNorm,Ingredient,S,2047232,2018-07-02,2099-12-31,,L04AA37
BARIUM SULFATE,BARIUM SULFATE,BARIUM SULFATE,,"SourceTerm - Ingredient Term (""BARIUM SULFATE"")",-1,19011331,BARIUM SULFATE,Drug,RxNorm,Ingredient,S,1331,1970-01-01,2099-12-31,,
BASILIXIMAB,BASILIXIMAB,BASILIXIMAB,,"SourceTerm - Ingredient Term (""BASILIXIMAB"")",-1,19038440,BASILIXIMAB,Drug,RxNorm,Ingredient,S,196102,1970-01-01,2099-12-31,,L04AC02
BAZSALIKOM,BAZSALIKOM,BAZSALIKOM,,"Manual Overrule Mapping (""BAZSALIKOM"")",-1,43012175,BASIL OIL,Drug,RxNorm,Ingredient,S,1362135,2013-01-07,2099-12-31,,
BECLOMETASONE DIPROPIONATE,BECLOMETASONE DIPROPIONATE,BECLOMETASONE DIPROPIONATE,,"SourceTerm - Ingredient Relationship ""Substance"" with relation ""Maps to"" - Filter on best fit (""BECLOMETASONE DIPROPIONATE"")",-1,1115572,BECLOMETHASONE,Drug,RxNorm,Ingredient,S,1347,1970-01-01,2099-12-31,,
BELIMUMAB,BELIMUMAB,BELIMUMAB,,"SourceTerm - Ingredient Term (""BELIMUMAB"")",-1,40236987,BELIMUMAB,Drug,RxNorm,Ingredient,S,1092437,2011-04-03,2099-12-31,,L04AA26
BEMIPARIN SODIUM,BEMIPARIN SODIUM,BEMIPARIN SODIUM,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BEMIPARIN SODIUM"")",-1,19069137,BEMIPARIN,Drug,RxNorm,Ingredient,S,280611,2007-09-02,2099-12-31,,B01AB12
BENAZEPRIL,BENAZEPRIL,BENAZEPRIL,,"SourceTerm - Ingredient Term (""BENAZEPRIL"")",-1,1335471,BENAZEPRIL,Drug,RxNorm,Ingredient,S,18867,1970-01-01,2099-12-31,,
BENCYCLANE,BENCYCLANE,BENCYCLANE,,"SourceTerm - Ingredient Term (""BENCYCLANE"")",-1,19016320,BENCYCLANE,Drug,RxNorm,Ingredient,S,1367,1970-01-01,2099-12-31,,C04AX11
BENDAMUSTIN HYDROCHLORID,BENDAMUSTIN HYDROCHLORID,BENDAMUSTIN HYDROCHLORID,,"SourceTerm - Ingredient Relationship (Standardised) ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BENDAMUSTIN HYDROCHLORID"")",-1,19015523,BENDAMUSTINE,Drug,RxNorm,Ingredient,S,134547,2008-04-27,2099-12-31,,L01AA09
BENFOTIAMINE,BENFOTIAMINE,BENFOTIAMINE,,"SourceTerm - Ingredient Term (Standardised) (""BENFOTIAMINE"")",-1,19018541,BENPHOTHIAMINE,Drug,RxNorm,Ingredient,S,18891,1970-01-01,2099-12-31,,A11DA03
BENRALIZUMAB,BENRALIZUMAB,BENRALIZUMAB,,"SourceTerm - Ingredient Term (""BENRALIZUMAB"")",-1,792993,BENRALIZUMAB,Drug,RxNorm,Ingredient,S,1989100,2018-02-05,2099-12-31,,R03DX10
BENSERAZIDE,BENSERAZIDE,BENSERAZIDE,,"SourceTerm - Ingredient Term (""BENSERAZIDE"")",-1,19016463,BENSERAZIDE,Drug,RxNorm,Ingredient,S,1374,1970-01-01,2099-12-31,,
BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BENZALKONIUM CHLORIDE"")",-1,916460,BENZALKONIUM,Drug,RxNorm,Ingredient,S,1378,1970-01-01,2099-12-31,,R02AA16
BENZIDAMIN-HIDROKLORID,BENZIDAMIN-HIDROKLORID,BENZIDAMIN-HIDROKLORID,,"First 1 words from SourceTerm - Ingredient Term (Standardised) (""BENZIDAMIN"")",-1,19019620,BENZYDAMINE,Drug,RxNorm,Ingredient,S,1425,1970-01-01,2099-12-31,,
BENZOCAINE,BENZOCAINE,BENZOCAINE,,"SourceTerm - Ingredient Term (""BENZOCAINE"")",-1,917006,BENZOCAINE,Drug,RxNorm,Ingredient,S,1399,1970-01-01,2099-12-31,,
BENZOXONIUM CHLORIDE,BENZOXONIUM CHLORIDE,BENZOXONIUM CHLORIDE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BENZOXONIUM CHLORIDE"")",-1,19056737,BENZOXONIUM,Drug,RxNorm,Ingredient,S,236962,1970-01-01,2099-12-31,,
BENZOYL PEROXIDE,BENZOYL PEROXIDE,BENZOYL PEROXIDE,,"SourceTerm - Ingredient Term (""BENZOYL PEROXIDE"")",-1,918172,BENZOYL PEROXIDE,Drug,RxNorm,Ingredient,S,1418,1970-01-01,2099-12-31,,
BENZYDAMIN,BENZYDAMIN,BENZYDAMIN,,"SourceTerm - Ingredient Term (Standardised) (""BENZYDAMIN"")",-1,19019620,BENZYDAMINE,Drug,RxNorm,Ingredient,S,1425,1970-01-01,2099-12-31,,
BENZYL ALCOHOL,BENZYL ALCOHOL,BENZYL ALCOHOL,,"SourceTerm - Ingredient Term (""BENZYL ALCOHOL"")",-1,919681,BENZYL ALCOHOL,Drug,RxNorm,Ingredient,S,1426,1970-01-01,2099-12-31,,P03AX06
BENZYL BENZOATE,BENZYL BENZOATE,BENZYL BENZOATE,,"SourceTerm - Ingredient Term (""BENZYL BENZOATE"")",-1,19036946,BENZYL BENZOATE,Drug,RxNorm,Ingredient,S,19044,1970-01-01,2099-12-31,,P03AX01
BESILESOMAB,BESILESOMAB,BESILESOMAB,,"SourceTerm - Ingredient Term (Orphan ingredient) (""BESILESOMAB"")",-1,36852074,BESILESOMAB,Drug,RxNorm Extension,Ingredient,S,OMOP5169691,1970-01-01,2099-12-31,,
BETACAROTENE,BETACAROTENE,BETACAROTENE,,"SourceTerm - Synonym Term Synonym of (""BETACAROTENE"")",-1,19037223,BETA CAROTENE,Drug,RxNorm,Ingredient,S,19143,1970-01-01,2099-12-31,,D02BB01
BETAHISTINE,BETAHISTINE,BETAHISTINE,,"SourceTerm - Ingredient Term (""BETAHISTINE"")",-1,19020124,BETAHISTINE,Drug,RxNorm,Ingredient,S,1511,1970-01-01,2099-12-31,,N07CA01
BETAHISTINE DIHYDROCHLORIDE,BETAHISTINE DIHYDROCHLORIDE,BETAHISTINE DIHYDROCHLORIDE,,"SourceTerm - Ingredient Relationship ""Substance"" with relation ""Maps to"" (""BETAHISTINE DIHYDROCHLORIDE"")",-1,19020124,BETAHISTINE,Drug,RxNorm,Ingredient,S,1511,1970-01-01,2099-12-31,,N07CA01
BETAINE HYDROCHLORIDE,BETAINE HYDROCHLORIDE,BETAINE HYDROCHLORIDE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BETAINE HYDROCHLORIDE"")",-1,1520218,BETAINE,Drug,RxNorm,Ingredient,S,1512,1970-01-01,2099-12-31,,A16AA06
BETAMETHASONE,BETAMETHASONE,BETAMETHASONE,,"SourceTerm - Ingredient Term (""BETAMETHASONE"")",-1,920458,BETAMETHASONE,Drug,RxNorm,Ingredient,S,1514,1970-01-01,2099-12-31,,
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BETAMETHASONE DIPROPIONATE"")",-1,920458,BETAMETHASONE,Drug,RxNorm,Ingredient,S,1514,1970-01-01,2099-12-31,,
BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,BETAMETHASONE DISODIUM PHOSPHATE,,"First 1 words from SourceTerm - Ingredient Term (""BETAMETHASONE"")",-1,920458,BETAMETHASONE,Drug,RxNorm,Ingredient,S,1514,1970-01-01,2099-12-31,,
BETAXOLOL,BETAXOLOL,BETAXOLOL,,"SourceTerm - Ingredient Term (""BETAXOLOL"")",-1,1322081,BETAXOLOL,Drug,RxNorm,Ingredient,S,1520,1970-01-01,2099-12-31,,S01ED52
BETIATIDE,BETIATIDE,BETIATIDE,,"SourceTerm - Ingredient Term (""BETIATIDE"")",-1,43009014,BETIATIDE,Drug,RxNorm Extension,Ingredient,S,OMOP4700440,1970-01-01,2099-12-31,,
BEVACIZUMAB,BEVACIZUMAB,BEVACIZUMAB,,"SourceTerm - Ingredient Term (""BEVACIZUMAB"")",-1,1397141,BEVACIZUMAB,Drug,RxNorm,Ingredient,S,253337,1970-01-01,2099-12-31,,
BEZAFIBRATE,BEZAFIBRATE,BEZAFIBRATE,,"SourceTerm - Ingredient Term (""BEZAFIBRATE"")",-1,19022956,BEZAFIBRATE,Drug,RxNorm,Ingredient,S,1525,1970-01-01,2099-12-31,,C10AB02
BICALUTAMIDE,BICALUTAMIDE,BICALUTAMIDE,,"SourceTerm - Ingredient Term (""BICALUTAMIDE"")",-1,1344381,BICALUTAMIDE,Drug,RxNorm,Ingredient,S,83008,1970-01-01,2099-12-31,,L02BB03
BICTEGRAVIR,BICTEGRAVIR,BICTEGRAVIR,,"SourceTerm - Ingredient Term (""BICTEGRAVIR"")",-1,964008,BICTEGRAVIR,Drug,RxNorm,Ingredient,S,1999660,2018-04-02,2099-12-31,,J05AR20
BIFONAZOLE,BIFONAZOLE,BIFONAZOLE,,"SourceTerm - Ingredient Term (""BIFONAZOLE"")",-1,19037560,BIFONAZOLE,Drug,RxNorm,Ingredient,S,19295,1970-01-01,2099-12-31,,
BILASTINE,BILASTINE,BILASTINE,,"SourceTerm - Ingredient Term (""BILASTINE"")",-1,44012547,BILASTINE,Drug,RxNorm Extension,Ingredient,S,OMOP1131483,1970-01-01,2099-12-31,,R06AX29
BIMATOPROST,BIMATOPROST,BIMATOPROST,,"SourceTerm - Ingredient Term (""BIMATOPROST"")",-1,904525,BIMATOPROST,Drug,RxNorm,Ingredient,S,283810,1970-01-01,2099-12-31,,S01EE03
BIMEKIZUMAB,BIMEKIZUMAB,BIMEKIZUMAB,,"SourceTerm - Ingredient Term (""BIMEKIZUMAB"")",-1,36848845,BIMEKIZUMAB,Drug,RxNorm Extension,Ingredient,S,OMOP5166461,1970-01-01,2099-12-31,,
BIOTIN,BIOTIN,BIOTIN,,"SourceTerm - Ingredient Term (""BIOTIN"")",-1,19024770,BIOTIN,Drug,RxNorm,Ingredient,S,1588,1970-01-01,2099-12-31,,A11HA05
BIPERIDEN,BIPERIDEN,BIPERIDEN,,"SourceTerm - Ingredient Term (""BIPERIDEN"")",-1,724908,BIPERIDEN,Drug,RxNorm,Ingredient,S,1589,1970-01-01,2099-12-31,,N04AA02
BISACODYL,BISACODYL,BISACODYL,,"SourceTerm - Ingredient Term (""BISACODYL"")",-1,924939,BISACODYL,Drug,RxNorm,Ingredient,S,1596,1970-01-01,2099-12-31,,A06AG02
BISMUTH SUBGALLATE,BISMUTH SUBGALLATE,BISMUTH SUBGALLATE,,"SourceTerm - Ingredient Term (""BISMUTH SUBGALLATE"")",-1,937725,BISMUTH SUBGALLATE,Drug,RxNorm,Ingredient,S,19476,1970-01-01,2099-12-31,,
BISOPROLOL,BISOPROLOL,BISOPROLOL,,"SourceTerm - Ingredient Term (""BISOPROLOL"")",-1,1338005,BISOPROLOL,Drug,RxNorm,Ingredient,S,19484,1970-01-01,2099-12-31,,
BLEOMYCIN,BLEOMYCIN,BLEOMYCIN,,"SourceTerm - Ingredient Term (""BLEOMYCIN"")",-1,1329241,BLEOMYCIN,Drug,RxNorm,Ingredient,S,1622,1970-01-01,2099-12-31,,L01DC01
BORIC ACID,BORIC ACID,BORIC ACID,,"SourceTerm - Ingredient Term (""BORIC ACID"")",-1,929698,BORIC ACID,Drug,RxNorm,Ingredient,S,1700,1970-01-01,2099-12-31,,
BORNEOL,BORNEOL,BORNEOL,,"SourceTerm - Ingredient Term (""BORNEOL"")",-1,43013518,BORNEOL,Drug,RxNorm,Ingredient,S,1368202,2013-03-04,2099-12-31,,
BORTEZOMIB,BORTEZOMIB,BORTEZOMIB,,"SourceTerm - Ingredient Term (""BORTEZOMIB"")",-1,1336825,BORTEZOMIB,Drug,RxNorm,Ingredient,S,358258,1970-01-01,2099-12-31,,
BORUM,BORUM,BORUM,,"Manual Overrule Mapping (""BORUM"")",-1,929698,BORIC ACID,Drug,RxNorm,Ingredient,S,1700,1970-01-01,2099-12-31,,
BOSENTAN,BOSENTAN,BOSENTAN,,"SourceTerm - Ingredient Term (""BOSENTAN"")",-1,1321636,BOSENTAN,Drug,RxNorm,Ingredient,S,75207,1970-01-01,2099-12-31,,C02KX01
BOSUTINIB,BOSUTINIB,BOSUTINIB,,"SourceTerm - Ingredient Term (""BOSUTINIB"")",-1,42900401,BOSUTINIB,Drug,RxNorm,Ingredient,S,1307619,2012-10-01,2099-12-31,,
BOTULINUM A TOXIN,BOTULINUM A TOXIN,BOTULINUM A TOXIN,,"SourceTerm - Ingredient Relationship Synonym of ""Pharma/Biol Product"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""BOTULINUM A TOXIN"")",-1,729855,BOTULINUM TOXIN TYPE A,Drug,RxNorm,Ingredient,S,1712,1970-01-01,2099-12-31,,M03AX01
BOVIN TÜDő FOSZFOLIPID FRAKCIÓ,BOVIN TÜDő FOSZFOLIPID FRAKCIÓ,BOVIN TÜDő FOSZFOLIPID FRAKCIÓ,,"Manual Overrule Mapping (""BOVIN TÜDő FOSZFOLIPID FRAKCIÓ"")",-1,36879042,BOVINE LUNG PHOSPHOLIPIDS,Drug,RxNorm Extension,Ingredient,S,OMOP995426,1970-01-01,2099-12-31,,
BRENTUXIMAB-VEDOTIN,BRENTUXIMAB-VEDOTIN,BRENTUXIMAB-VEDOTIN,,"SourceTerm - Ingredient Term (Standardised) (""BRENTUXIMAB-VEDOTIN"")",-1,40241969,BRENTUXIMAB VEDOTIN,Drug,RxNorm,Ingredient,S,1147320,2011-09-04,2099-12-31,,L01XC12
BREXPIPRAZOLE,BREXPIPRAZOLE,BREXPIPRAZOLE,,"SourceTerm - Ingredient Term (""BREXPIPRAZOLE"")",-1,46275300,BREXPIPRAZOLE,Drug,RxNorm,Ingredient,S,1658314,2015-09-08,2099-12-31,,N05AX16
BRIGATINIB,BRIGATINIB,BRIGATINIB,,"SourceTerm - Ingredient Term (""BRIGATINIB"")",-1,1594187,BRIGATINIB,Drug,RxNorm,Ingredient,S,1921217,2017-08-07,2099-12-31,,
BRIMONIDINE,BRIMONIDINE,BRIMONIDINE,,"SourceTerm - Ingredient Term (""BRIMONIDINE"")",-1,915542,BRIMONIDINE,Drug,RxNorm,Ingredient,S,134615,1970-01-01,2099-12-31,,D11AX21
BRINZOLAMIDE,BRINZOLAMIDE,BRINZOLAMIDE,,"SourceTerm - Ingredient Term (""BRINZOLAMIDE"")",-1,938044,BRINZOLAMIDE,Drug,RxNorm,Ingredient,S,194881,1970-01-01,2099-12-31,,
BRIVARACETAM,BRIVARACETAM,BRIVARACETAM,,"SourceTerm - Ingredient Term (""BRIVARACETAM"")",-1,35604901,BRIVARACETAM,Drug,RxNorm,Ingredient,S,1739745,2016-05-02,2099-12-31,,N03AX23
BROLUCIZUMAB,BROLUCIZUMAB,BROLUCIZUMAB,,"SourceTerm - Ingredient Term (""BROLUCIZUMAB"")",-1,37497314,BROLUCIZUMAB,Drug,RxNorm,Ingredient,S,2204915,2020-05-04,2099-12-31,,S01LA06
BROMHEXINE,BROMHEXINE,BROMHEXINE,,"SourceTerm - Ingredient Term (""BROMHEXINE"")",-1,19030493,BROMHEXINE,Drug,RxNorm,Ingredient,S,1753,1970-01-01,2099-12-31,,R05CB02
BROMOCRIPTINE,BROMOCRIPTINE,BROMOCRIPTINE,,"SourceTerm - Ingredient Term (""BROMOCRIPTINE"")",-1,730548,BROMOCRIPTINE,Drug,RxNorm,Ingredient,S,1760,1970-01-01,2099-12-31,,N04BC01
BROTIZOLAM,BROTIZOLAM,BROTIZOLAM,,"SourceTerm - Ingredient Term (""BROTIZOLAM"")",-1,19039262,BROTIZOLAM,Drug,RxNorm,Ingredient,S,19790,1970-01-01,2099-12-31,,N05CD09
BUDESONIDE,BUDESONIDE,BUDESONIDE,,"SourceTerm - Ingredient Term (""BUDESONIDE"")",-1,939259,BUDESONIDE,Drug,RxNorm,Ingredient,S,19831,1970-01-01,2099-12-31,,R01AD05
BUPIVACAINE,BUPIVACAINE,BUPIVACAINE,,"SourceTerm - Ingredient Term (""BUPIVACAINE"")",-1,732893,BUPIVACAINE,Drug,RxNorm,Ingredient,S,1815,1970-01-01,2099-12-31,,N01BB51
BUPRENORFIN KLORID,BUPRENORFIN KLORID,BUPRENORFIN KLORID,,"First 1 words from SourceTerm - Ingredient Term (Standardised) (""BUPRENORFIN"")",-1,1133201,BUPRENORPHINE,Drug,RxNorm,Ingredient,S,1819,1970-01-01,2099-12-31,,N07BC51
BUPRENORPHINE,BUPRENORPHINE,BUPRENORPHINE,,"SourceTerm - Ingredient Term (""BUPRENORPHINE"")",-1,1133201,BUPRENORPHINE,Drug,RxNorm,Ingredient,S,1819,1970-01-01,2099-12-31,,N07BC51
BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""BUPROPION HYDROCHLORIDE"")",-1,750982,BUPROPION,Drug,RxNorm,Ingredient,S,42347,1970-01-01,2099-12-31,,N06AX12
BUSERELIN,BUSERELIN,BUSERELIN,,"SourceTerm - Ingredient Term (""BUSERELIN"")",-1,19033280,BUSERELIN,Drug,RxNorm,Ingredient,S,1825,1970-01-01,2099-12-31,,L02AE01
BUSPIRONE,BUSPIRONE,BUSPIRONE,,"SourceTerm - Ingredient Term (""BUSPIRONE"")",-1,733301,BUSPIRONE,Drug,RxNorm,Ingredient,S,1827,1970-01-01,2099-12-31,,N05BE01
